Original,Mapped
uModLimit,qcYxcOHP
uModLoadValue,MRYPrWJI
uModNum,kGrIJdsN
uModNum_Fix,fIUCewql
uModReply,NrLHPIEk
uModuleType,DQtGSlYz
uMonitorAddr,aGskSFHq
uOffEnd_TimeOutCnt,OUvFwzoH
uOutletTempUp_10x,qgximnAN
uParallelMode,rWysJqnj
uPowerLimit_10x,JxAKGCTh
uPowerOnFialReason,ibtJCnTf
uProjectType,TFcGDUXS
uRenZhengEn,ZGacmmtd
uRsvIoType,XUwYaMPB
uS_FAN,PEzwNECr
uSaftyTemp,hrQnwGEB
uSetCurrVal_10x,rEcJlyoV
uSetVoltVal_10x,PgRaUdVg
uStartAddr,JbLUxOSj
uStartAddr_last,nzGZIKJJ
uStartEnd_TimeOutCnt,eembibrS
uSysType,dQFkQEWF
uT_D_OUT,kkLVelTS
uT_D_REC,aGGSswkX
uT_INLET,RVOVOtSi
uT_L_LLC,yMjfIKEw
uT_MOS_LLC,COzcWzsh
uT_MOS_PFC1,FsqElHro
uT_MOS_PFC2,XjkUEUpL
uT_MOS_PFC3,OOdHqYWT
uTimeNegNum,fUdCiouY
uTimeNum,YzmrEvus
uTimePosNum,zkcoOMtw
uTxCnt,uUuGgslT
uTxGroupNum,WxLoscAs
uTxMaxTime,voVozmMS
uTxModNum,bajpVJtY
udisk_percent,DyEEQscE
udisk_step,LsPqvpVb
udisk_stepbak,wLLgAoar
udisk_upover_cnt,YekXACUX
uexpand,mptTfXUi
ulength,whEDnUxY
umainboard,sHaZbarv
unAppointmentState,DjQZrhHP
unBmsStateA,zoOPGvQI
unBmsStateB,qFbRaJII
unBmsTaskClockFlag,iiauLuTo
unBmsVolt,DdERFVPC
unCC1Vdc,rOcdJszm
unCan3ClockFlag,NQZQCGza
unChargerTaskClockFlag,qAbkmjOD
unCheckModOnOff,SKadTLMm
unContCtrlandBack,KUJAfeNl
unContErr,kDNYXsxc
unCont_bak,XZXnwMtu
unCtrl,GEgmPwWZ
unCurr,RHSnuGwp
unFlag,jadlYRFz
unFlagBackSt,dwJXCfbG
unFlagCtrlSt,FRGroPVf
unFlagIn,bGfjCMBv
unFlagSysStAFastDeal,EaikipjQ
unFrameFlag,hUqKDiZZ
unGFDNegVdc,zooHhuxV
unGFDPosVdc,VXmVRaUi
unGunNegTemp,LMFGBcMU
unGunPosTemp,jbaCDXUT
unHead,qmpxNYbn
unInletTemp,OqlozyFU
unInput_b,PGBAppLG
unMidContbak,UbNeyivc
unModPortVdc,QlHbTRRx
unOutletTemp,sDOiGorz
unOutput_b,ullOEkPz
unPF0FState4,WoFtrSQK
unPF0FStateA,DiVvAEhC
unPF0x01_Byte4,ICwltnGH
unRecvPfFlag,dQvDzPuH
unRxPF1DFlagError,zvwqWqBj
unSendPfFlag,tCveGAPq
unSinexcelCan3StateA,FJNcROdk
unStateA,haRoclTa
unStateB,ilIqQnRQ
unStateC,QERQTEOZ
unStateD,biTfNdfy
unStep,AtosdlZc
unSysClockFlag,FRLKSkHt
unSysComClockFlag,LOvajyzZ
unSysPortIdc,ntEsgTdT
unSysPortVdc,PyqGudUa
unSysst,RBUyGwtB
unTestCom,fShHlliY
unTestIOResult,noHfxpIu
unTestResult,KttELZpd
unTxPF1EFlagError,SZlxPPGY
unUploadedNum,gSEDMnAy
unUsbFlag,svaVUgVf
undefinedstop,qVitEbdF
unionAlarmA,BRqYkVDA
unionAlarmB,KGLLrZEO
unionAlarmC,DjJpYEbu
unionAlarmD,QAYneRod
unionAlarmE,TGUdpTPC
unionAlarmF,IgtxxIag
unionAlarmG,mPHFQJtL
unionAlarmH,krcKOajl
unionBatteryInfo1,KowCHxDe
unionBmsFrameFlag,TDMbCKPa
unionBmsRecordHeader,rqXDSBee
unionBmsStateA,XHWlUDYm
unionBmsStateB,RmmsUjRW
unionBsmByte7Info,AMDqKghZ
unionChargerCheckOverFlag,RHkTyJCk
unionChargerDeviceFlag,JnfEBval
unionCheckEnableFlagSave,nTwJqUqm
unionCheckRstFlagSave,FELZbfyW
unionComResult,trjCuOsl
unionCurrentfloat,aNCAVGAd
unionFentiAlarmA,paREALzo
unionFentiAlarmB,MWkWCpPQ
unionFentiAlarmC,lvDzyxkr
unionFentiAlarmD,WavsfiBS
unionFentiAlarmE,DAewZdIY
unionFentiAlarmF,liMTnYoC
unionFentiAlarmG,cyncHdMn
unionFentiAlarmH,zKfTrdkK
unionFlag,CSWXGlEC
unionFlagBackSt,VxAKIXNz
unionFlagCtrlSt,PTrGZtqv
unionFlagModSt,ehEMqhNE
unionFlagNeAg_ModFault,qiwpZAwn
unionFlagNeAg_ModSt,lAGWLBSr
unionFlagSysSetValue,iVAaKkJn
unionFlagSysSetValue2,PVFpEzNH
unionFlagSysStA,VqlbIbNK
unionFrameFlag,DnpNsqny
unionInputBack,vRxzNVDd
unionLogRecordFlag,iFivpwTo
unionMachine,WsiWBAcz
unionMainBoardCtrl,GfkrhuzH
unionMeterState,wMjgFHwV
unionMidContCtrl,zvWIbUnE
unionMultiComFlag,zxLHOYaL
unionMultiInternalFlag,ImACCZLT
unionOutputControl,QugsSywq
unionSpecialFlag,tipPZLyq
unionStartCheckCmd,tgBJTZLC
unionSysClockFlag,deQpvxLQ
unionTestIOresult,ZQuaCmgK
unionTestresult,CQqKmIVP
unionU32ModCanFlag,ovgQgPmB
unionUpdateFlag,slLTyvOF
unionUsbTaskFlag,VCUXxxcZ
unit_num,YGiSaYsU
upDateModReady,WUYMXkUX
updataBian,SMMRiUvZ
updateFlash,rlOSDYZP
updateMegg,hkCzOjcP
updateMod,nkrGMDur
updateModOver,rKhKZLgA
updatePC,qvxFfZsX
updateTCU,gKVWdVBi
updatecheck,DVkECsDR
updatecheck_add,BcKujhDR
updatefifodata,GbhKnapv
updaterecordcnt,zdyhcuiu
updatesize,OhcGXOCb
updating,NcgqBYUv
usart1_fifo_init,hrqnnsrJ
usart2_transmit_fifo,SXLNTasO
usart4_out_data,HPZDxgQk
usart_config,MEUrLsdL
usbApply,QcbpArkT
usb_connect,iuZuhDHw
usb_time,LldpZdrt
usb_usr_init,SqFrQHEE
usbstate,zwtPziCh
userSetpage,HoKqozGJ
userStartSecondCnt,uFfSlltm
utotalnum,hHNnpogB
v1_moda,vSxJtnVY
v1_modb,tMoINwJh
v2_moda,sxlXVviT
v2_modb,nPSLIYqM
vBCPBAT,neUMelEF
vCan1PushInToTxQueue,pFJvNund
vCan2PushInToTxQueue,uwEmmARL
vCan2_Com,BTLOlyPa
vCan2_Init,UwZPtMDR
vCan3BoardAddr,EJcIkpnn
vCan3BuffDataClear,RGJPBzDN
vCan3BuffDataCrc,bphNkQnW
vCan3BuffFillHeadData,yfytmhkE
vCan3PFLoadPacketData,tVPavHno
vCan3PushInToTxQueue,PmRoGVIa
vCan3_Gunlock_Limit,pnMhWREc
vCan3_Gunlock_Limit_Clear,rrmBwhOD
vCanTxSysToSys_FastSlow_0x04,oXkArfVc
vCanTxSysToSys_alarm_0x05,LTDhRjvf
vCanTxSysToSys_alarm_0x06,NLzkZVQy
vCanTxSysToSys_charging_0x03,prLeLMUT
vCanTxSysToSys_check_0x68,WkAJsReP
vCanTxSysToSys_check_0x69,IWQPPSlX
vCanTxSysToSys_fenti_0x11,iDqLUFlg
vCanTxSysToSys_fenti_0x13,nDMdklxU
vCanTxSysToSys_multi_0x70,nlbGnpig
vCanTxSysToSys_multi_0x71,PQjKWSIm
vCanTxSysToSys_multi_0x72,HfXKGvUd
vCanTxSysToSys_multi_0x73,IdXkUDpj
vCanTxSysToSys_multi_0x74,zgITMqiT
vCanTxSysToSys_multi_0x75,exvAUAzR
vCanTxSysToSys_statue_0x02,MlNXnjnD
vCanTxSysToSys_timecheck_0x01,sXsJCkQl
vClientCan3RxDeal,FIpICKFB
vClientCan3SinexcelProtocolDealFlow,swesTgRp
vClientCan3SinexcelProtocolEndChargerDataInit,uVpLVhOe
vClientCan3SinexcelProtocolStarChargerDataInit,orfqCqOn
vClientCan3SinexcelProtocolStateSet,HwEMikaw
vClientSinexcelCan3ConfigData,VDnbqklc
vClientSinexcelCan3FillDataPF04,lBPdsdue
vClientSinexcelCan3FillDataPF08,oRYNotCN
vClientSinexcelCan3FillDataPF16,zYuuEoJM
vClientSinexcelCan3FillDataPF20,plWdoDYN
vClientSinexcelCan3FillDataPF26,UaWLFUfo
vClientSinexcelCan3FillDataPF28,qEAGhwEo
vClientSinexcelCan3FillDataPF2C,ckcfUKvT
vClientSinexcelCan3FillDataPF2d,qGeTMDpi
vClientSinexcelCan3FillDataPF50,wJeTbrzv
vClientSinexcelCan3FillDataPF52,MOJxVZep
vClientSinexcelCan3FillDataPF54,dQTkrUzs
vClientSinexcelCan3FillDataPF66,vAIQXrfF
vClientSinexcelCan3FillDataPF7A,fSnvCoFk
vClientSinexcelCan3RxHandlePF01,DhfVogDH
vClientSinexcelCan3RxHandlePF02_waterCood,JBWoNGoq
vClientSinexcelCan3RxHandlePF03,gKTvFpPL
vClientSinexcelCan3RxHandlePF05,DrhQitHd
vClientSinexcelCan3RxHandlePF07,tYCdwYFo
vClientSinexcelCan3RxHandlePF09,jBqQJqBr
vClientSinexcelCan3RxHandlePF0F,cnelzRdP
vClientSinexcelCan3RxHandlePF19,Iksvedue
vClientSinexcelCan3RxHandlePF1B,XYMTRfmh
vClientSinexcelCan3RxHandlePF25,INcEXWaN
vClientSinexcelCan3RxHandlePF27,HOobyAip
vClientSinexcelCan3RxHandlePF41,PEYJRPkL
vClientSinexcelCan3RxHandlePF61,EFSKrwyl
vClientSinexcelCan3RxHandlePF63,aFMFJyDN
vClientSinexcelCan3RxHandlePF63_vice,sibvFbQQ
vClientSinexcelCan3RxHandlePF64,vWBvigrs
vClientSinexcelCan3RxHandlePF65,CXanQdBW
vClientSinexcelCan3RxHandlePF66,PKTVEMAy
vClientSinexcelCan3RxHandlePF79,CJxVgMmf
vClientSinexcelCan3SysData,JLlcoxDx
vClientSinexcelCan3SysDataPF12,WGjUNMBW
vClientSinexcelCan3SysDataPF13,IVRkbwtP
vClientSinexcelCan3TxHandleBMS,rSGzgRgC
vClientSinexcelCan3TxHandleBMS40,GkLpjJBc
vClientSinexcelCan3TxHandlePF01_waterCood,MIJSVzNj
vClientSinexcelCan3TxHandlePF02,STCVwXxF
vClientSinexcelCan3TxHandlePF04,SQOBstCU
vClientSinexcelCan3TxHandlePF06,OvxPhwTH
vClientSinexcelCan3TxHandlePF08,kzLyPVMo
vClientSinexcelCan3TxHandlePF10,bdRjEkmn
vClientSinexcelCan3TxHandlePF11,EqegPLmM
vClientSinexcelCan3TxHandlePF12,IFiCZUui
vClientSinexcelCan3TxHandlePF13,JqtwtmtD
vClientSinexcelCan3TxHandlePF14,iGJGzKgz
vClientSinexcelCan3TxHandlePF16,BgKXrgCy
vClientSinexcelCan3TxHandlePF1A,DppxnzAx
vClientSinexcelCan3TxHandlePF1C,NOPfaoZN
vClientSinexcelCan3TxHandlePF20,GlKqovdC
vClientSinexcelCan3TxHandlePF22,KvkEGsgO
vClientSinexcelCan3TxHandlePF23,GIKilAcB
vClientSinexcelCan3TxHandlePF23_Test,bTNtKEZo
vClientSinexcelCan3TxHandlePF26,TpprLGhZ
vClientSinexcelCan3TxHandlePF28,zDijKCAU
vClientSinexcelCan3TxHandlePF2C,mpqlBIWg
vClientSinexcelCan3TxHandlePF2d,triiSwiU
vClientSinexcelCan3TxHandlePF50,anruAGAQ
vClientSinexcelCan3TxHandlePF51,OLHCeHbV
vClientSinexcelCan3TxHandlePF52,plYHSQmw
vClientSinexcelCan3TxHandlePF54,NSNgutcH
vClientSinexcelCan3TxHandlePF55_MAX32,bJONZdBc
vClientSinexcelCan3TxHandlePF55_MAX8,CYulaASq
vClientSinexcelCan3TxHandlePF64,SWKGUCHS
vClientSinexcelCan3TxHandlePF66,yeyRUZKv
vClientSinexcelCan3TxHandlePF66_long,fcnSmqqI
vClientSinexcelCan3TxHandlePF6B,IxKLKLdN
vClientSinexcelCan3TxHandlePF72,MWYJNSmA
vClientSinexcelCan3TxHandlePF74,VIkxiFTo
vClientSinexcelCan3TxHandlePF76,lVEDMFVE
vClientSinexcelCan3TxHandlePF78,ZNoSbKYr
vClientSinexcelCan3TxHandlePF7A,BtzkPYDi
vClientSinexcelCan3TxHandlePF7C,YawDIVQo
vClientSinexcelCanTask,TLAbpGio
vClientSinexcelConfigData,OgzTCKPG
vClientSinexcelDataInit,VHhfYbgt
vDebug_waterCood_pwm_control,NGUiqeTQ
vDefaultRxDataParsing,aDXXGars
vDleParallel_ModAdr_MidCn,hzLDrsdl
vDwinBCDTOHEX,TzEiLqVr
vFastSlowModeSt,vJMehyHP
vGetMidContCt_Gh2,XaxsXefb
vGetMidContErrSt_Gh2,ajEOOJuI
vGetMidContErr_Gh2,CxGtbzdO
vGetMidContSt_Gh2,YWmOrVtU
vGetModGroupNum_Gh2,JsyPYNbT
vGetModGroup_Gh2,btecVOyi
vGh2_2Gun_Charge,FpIqVpRb
vGh2_2Gun_Group_Distribution_Neg,fqZzpcrf
vGh2_2Gun_Group_Distribution_Pos,wMvzagGj
vGh2_Calc,qlEMTmUJ
vGh2_ContOff,OYjhDozl
vGh2_ContOn,eUpmyUjb
vGh2_GroupEn,UXlHCnrj
vGh2_MidContErr_Deal,UXydqzIq
vGh2_ModOff,wumrZWCh
vGh2_Start_Seq,CrTJaqen
vGh2_TwoGun,NnzlDpkK
vGh2_TwoGun_Deal,XwmrhANB
vGh2_TwoGun_data,onJXZNWj
vGun_working_judge,QILJoGgF
vIO_ADC_ACT,jUPPgPBg
vIO_BOARD_ADDR,iuXgNBQh
vIO_IN_ACT,JXZGGPQI
vIO_OUT_ACT,vNQsGBEZ
vIO_OUT_CTRL,woHWPhrC
vIoFilterDeal,AzvKQePn
vMOD_DataBuff_SH,hYDcrnzA
vMOD_DataBuff_fentiji,qojiXckj
vMOD_Data_handle,jVgXRXmC
vMOD_FastResponse,fyPcpOOc
vMOD_GetMdlGridMegg,MPESZCws
vMOD_GetMdlStatus,YYNjGDhW
vMOD_GetTemp,KzTWVQzi
vMOD_SetMdlALLIdle,NRwyzIDT
vMOD_SetMdlALLOff,GMlkKCev
vMOD_SetMdlCurrent,KTEFUGdX
vMOD_SetMdlIdleOff,witpvEKT
vMOD_SetMdlOnOff,YwqddcYJ
vMOD_SetMdlParamdataMegg,QOsDUYPz
vMOD_TxDataDeal_SH,FuSIwNDr
vMOD_TxDataDeal_fentiji,jXIIXXWl
vMOD_TxSingleModMegg,SGAizOWt
vMOD_get_pf,WUbijKCm
vMainBoard_CAN,udgaVWJb
vMainBoard_judge,DWVHMYkg
vMidConTAction,BcXtAiLn
vMidConTDeal_Gh2,mWFmKfNC
vMidContfault_Gh2,qOcXjbXG
vModAcMeggDeal,hxCRYKZy
vModAcMeggRecv,IXUfygRM
vModCanOnOffDeal,gyDQkkgB
vModIoutLimit,KBLoLihZ
vModOffDeal,tyDfrzQV
vModStallDeal,hCSKTuqI
vOtherBoard_Err_Judge,TRMbqQRA
vPF0X55_BuffWr,gGVDFkEd
vParallelMultOnOffDeal,PztnmSbq
vPortFree,jfnWjOoZ
vRmsTempDeal,ImcgUEib
vSYS_DataBuff,ULQKencu
vSYS_RxDataDeal,FYbcGhRB
vSYS_RxDataDeal_fentiji,LsstBzkl
vSYS_TxDataDeal,tKglbdEu
vSetMidContSt_Gh2,afhRjRlY
vSpecial_record_save,lfSSqPvd
vSpecial_record_type,WIxdivYm
vSpecial_save_clear,zUEpvuRr
vSpecial_save_init,cHcTnqDc
vSpecial_save_start,YXTyTiuj
vSpecial_save_stop,FcYOaTHh
vSpecial_start_stop_conditon,jfpcMgxt
vSys_Basic_Init,abyGpqFa
vSys_IO_ACT,tZtIXKDA
vTestADC,xCxecxOi
vTestBoard,pcORqafY
vTestCAN,PvwbgsDH
vTestData,mtHBdOXC
vTestFlash,EvGoYWvy
vTestGPIO,GpfzCcMx
vTestGUN,mbTUsoJX
vTestInit,tEqmdzNp
vTestUART5,RvaJSzsg
vTestUSART2,cOCXHUuL
vTwoPointAdjust,vnRCohXt
vUpdateModRx,WlzSfGOA
vUpdate_OTA,BflfBELO
vUpdate_PC,Otkevlrn
vUpdate_init,ymDvwMBe
vUpdate_module,IaNnTtwY
vUpdate_module_askversion,XSRfOeWr
vUpdate_module_start,iGLjPrWj
vUpdate_module_tx_0x01,VoxroSgT
vUpdate_module_tx_0x02,GpeHnSHQ
vUpdate_module_tx_0x06,pPtKQWHU
vUpdate_module_tx_0x07,QUhvGRFs
vUpdate_module_tx_0x09,BUDnkXzf
vUpdate_percent,SPwXZZVR
vUpdate_tcu,bzLzpYxN
vUpdate_tcu_maingun,wTBIrYPQ
vUpdate_tcu_vicegun,rTjEiFQF
vVoltageComp,dLOKdEny
v_BMS_100x,ruDWCVTC
v_GFD_N,yvWEYgXX
v_GFD_P,KENVwrVc
v_InsDet,YUqCddRS
v_demand,gQGXlVxG
v_demand_10x,WZbvHxfD
v_demand_mod,JWgRTXKQ
v_insdet,thZqlyff
v_limit,VZmpplas
v_local,BKqbBZec
v_max_bat,GrFzNdYK
v_mod1,jbqUJXGE
v_mod10,BqjFklHc
v_mod11,KUjfHOAO
v_mod12,iucxahop
v_mod13,QpWYHuKw
v_mod14,KOWZSQxH
v_mod15,LfDrQJod
v_mod16,DMbdFkHJ
v_mod17,CSSDhTbf
v_mod18,FeseRUkh
v_mod19,pONtJqYI
v_mod2,vLhvXyzR
v_mod20,YjjlgShf
v_mod21,mnQUzTdg
v_mod22,QDfPeFfd
v_mod23,NIIduJdE
v_mod24,CxiHiurh
v_mod3,OVrWQZnR
v_mod4,obMxXlzX
v_mod5,jPlislZC
v_mod6,iCFPkfGZ
v_mod7,VlyXJaWg
v_mod8,PRzTnyNL
v_mod9,ifigfDbL
v_single,jLMmbfId
vab_10x,PmxtMVer
vac_10x,XfNDRwsW
validFlag,PLCNFigh
vbc_10x,XfYbkCiU
vbmscnt,qaICDkiP
ver_ac,osvTAaJr
ver_c2,gpQbejhV
ver_dc,QgTwzyJg
ver_m2,sIOgSFxX
ver_pcu,BFKinWfy
ver_pdu1,cSAREGNM
ver_pdu2,LiMFGFIg
ver_total,MAVglumS
version,IjfrTQBJ
version_main,gibDhMkX
version_save_check,HBYwVAEC
vgun_2015Plus_control,aXsZRveU
vguncnt,tEIYWBGL
vhardwarecheck_current,UhdxIQPc
vhardwarecheck_onoff,LjiETUoU
vhardwarecheck_voltage,HBkPQNiq
vicewaitcnt,bwXzHPQH
vmodcnt,gVeJaNtd
volPort,RvyERpRi
vol_cali_check,MEsnofVK
volcali_check,yoZeHFPP
voltTestResult,QtMBGoPh
voltTestStatus,OZkPhAIz
voltage,jSaEybBt
voltage_cali,UdtWBsYI
voltage_check_before_start,XOZWhNZV
voltage_range_allow,ypGtkVdk
voltagecali,scAuNNUo
waitBatVolCnt,pmNorxLe
waitBcl10Time,JLMxZhPJ
waitBcm41Time,zHksDQWG
waitBcp06Time,REbkplPk
waitBcs11Time,syrArBNT
waitBhm27Time,SfmeNlZl
waitBrm02Time,qvqFJeqJ
waitBro09OkTime,XiIAWOpf
waitBro09Time,BNOhimlp
waitBsd1DTime,lPOCqiMl
waitBsm13Time,rJUTvmRX
waitBst19Time,KftvorID
waitCurrZeroCnt,juUPesFx
waitPortCnt,FQGinbtg
waitaccnt,MPxuesnM
water_charge_falg,TKWKNlGu
water_presure_in,AtSxleFm
water_presure_out,nEmadEgH
water_pump_pwm,vwQBXzNU
workState,gxaaUcuh
working,DQxupznx
workmode,oWFSsJsv
workself,AbUnthAv
woshou,viPQtLBY
writeIndex,gtntYuPp
writeIndex_p,yATeXRmR
writePage,GFiHYByz
write_data_string_callback,mJWWxAWH
write_param_record_index,rLOowLdV
write_record_head,HDqzWcmA
xSemaphoreGive,NjOzcNNf
xSemaphoreTake,AaTXAUTa
zhengche_bms_record_end,QdLSoLfj
zhengche_bms_record_init,KhvLSpQN
zhengche_end,DINWKyad
zhengche_start,RlTqKOFU
